Proof of Non-Collusion iterations
=========================================================
Producing public parameters...
PublicParams::setup, took 1.414310814s 
Number of constraints per step (primary circuit): 63767
Number of constraints per step (secondary circuit): 10349
Number of variables per step (primary circuit): 64011
Number of variables per step (secondary circuit): 10329
Generating a RecursiveSNARK...
RecursiveSNARK::prove_step 0: true, took 288ns 
RecursiveSNARK::prove_step 1: true, took 226.121805ms 
RecursiveSNARK::prove_step 2: true, took 304.114259ms 
RecursiveSNARK::prove_step 3: true, took 325.370097ms 
RecursiveSNARK::prove_step 4: true, took 309.899535ms 
RecursiveSNARK::prove_step 5: true, took 302.714401ms 
RecursiveSNARK::prove_step 6: true, took 321.75561ms 
RecursiveSNARK::prove_step 7: true, took 333.108716ms 
RecursiveSNARK::prove_step 8: true, took 313.380415ms 
RecursiveSNARK::prove_step 9: true, took 327.808702ms 
RecursiveSNARK::prove_step 10: true, took 317.25156ms 
RecursiveSNARK::prove_step 11: true, took 326.192136ms 
RecursiveSNARK::prove_step 12: true, took 328.701341ms 
RecursiveSNARK::prove_step 13: true, took 325.556522ms 
RecursiveSNARK::prove_step 14: true, took 322.892701ms 
RecursiveSNARK::prove_step 15: true, took 323.992442ms 
RecursiveSNARK::prove_step 16: true, took 319.028685ms 
RecursiveSNARK::prove_step 17: true, took 316.261971ms 
RecursiveSNARK::prove_step 18: true, took 325.20259ms 
RecursiveSNARK::prove_step 19: true, took 313.071626ms 
RecursiveSNARK::prove_step 20: true, took 322.139428ms 
RecursiveSNARK::prove_step 21: true, took 328.238955ms 
RecursiveSNARK::prove_step 22: true, took 334.88281ms 
RecursiveSNARK::prove_step 23: true, took 321.064448ms 
RecursiveSNARK::prove_step 24: true, took 311.020693ms 
RecursiveSNARK::prove_step 25: true, took 338.621324ms 
RecursiveSNARK::prove_step 26: true, took 317.032016ms 
RecursiveSNARK::prove_step 27: true, took 321.115135ms 
RecursiveSNARK::prove_step 28: true, took 314.327058ms 
RecursiveSNARK::prove_step 29: true, took 312.279863ms 
RecursiveSNARK::prove_step 30: true, took 322.007397ms 
RecursiveSNARK::prove_step 31: true, took 326.600419ms 
RecursiveSNARK::prove_step 32: true, took 330.871775ms 
RecursiveSNARK::prove_step 33: true, took 348.464586ms 
RecursiveSNARK::prove_step 34: true, took 334.039217ms 
RecursiveSNARK::prove_step 35: true, took 320.959358ms 
RecursiveSNARK::prove_step 36: true, took 321.599171ms 
RecursiveSNARK::prove_step 37: true, took 321.671261ms 
RecursiveSNARK::prove_step 38: true, took 309.38055ms 
RecursiveSNARK::prove_step 39: true, took 314.725764ms 
RecursiveSNARK::prove_step 40: true, took 326.270009ms 
RecursiveSNARK::prove_step 41: true, took 327.903577ms 
RecursiveSNARK::prove_step 42: true, took 309.738827ms 
RecursiveSNARK::prove_step 43: true, took 316.139456ms 
RecursiveSNARK::prove_step 44: true, took 322.685728ms 
RecursiveSNARK::prove_step 45: true, took 349.249639ms 
RecursiveSNARK::prove_step 46: true, took 324.341035ms 
RecursiveSNARK::prove_step 47: true, took 330.983034ms 
RecursiveSNARK::prove_step 48: true, took 307.638111ms 
RecursiveSNARK::prove_step 49: true, took 321.560268ms 
RecursiveSNARK::prove_step 50: true, took 309.842251ms 
RecursiveSNARK::prove_step 51: true, took 316.817244ms 
RecursiveSNARK::prove_step 52: true, took 327.015375ms 
RecursiveSNARK::prove_step 53: true, took 319.899347ms 
RecursiveSNARK::prove_step 54: true, took 319.019034ms 
RecursiveSNARK::prove_step 55: true, took 322.440556ms 
RecursiveSNARK::prove_step 56: true, took 323.098184ms 
RecursiveSNARK::prove_step 57: true, took 312.780158ms 
RecursiveSNARK::prove_step 58: true, took 340.112001ms 
RecursiveSNARK::prove_step 59: true, took 332.064054ms 
RecursiveSNARK::prove_step 60: true, took 312.579849ms 
RecursiveSNARK::prove_step 61: true, took 310.042148ms 
RecursiveSNARK::prove_step 62: true, took 319.689999ms 
RecursiveSNARK::prove_step 63: true, took 326.931867ms 
RecursiveSNARK::prove_step 64: true, took 329.560081ms 
RecursiveSNARK::prove_step 65: true, took 351.291386ms 
RecursiveSNARK::prove_step 66: true, took 319.436322ms 
RecursiveSNARK::prove_step 67: true, took 332.556588ms 
RecursiveSNARK::prove_step 68: true, took 328.737119ms 
RecursiveSNARK::prove_step 69: true, took 339.499364ms 
RecursiveSNARK::prove_step 70: true, took 314.658789ms 
RecursiveSNARK::prove_step 71: true, took 335.205779ms 
RecursiveSNARK::prove_step 72: true, took 320.767426ms 
RecursiveSNARK::prove_step 73: true, took 328.194554ms 
RecursiveSNARK::prove_step 74: true, took 332.635468ms 
RecursiveSNARK::prove_step 75: true, took 328.818599ms 
RecursiveSNARK::prove_step 76: true, took 325.576176ms 
RecursiveSNARK::prove_step 77: true, took 324.204385ms 
RecursiveSNARK::prove_step 78: true, took 324.942051ms 
RecursiveSNARK::prove_step 79: true, took 329.386884ms 
RecursiveSNARK::prove_step 80: true, took 338.446015ms 
RecursiveSNARK::prove_step 81: true, took 336.702558ms 
RecursiveSNARK::prove_step 82: true, took 335.505489ms 
RecursiveSNARK::prove_step 83: true, took 320.272056ms 
RecursiveSNARK::prove_step 84: true, took 308.44091ms 
RecursiveSNARK::prove_step 85: true, took 328.274373ms 
RecursiveSNARK::prove_step 86: true, took 328.851477ms 
RecursiveSNARK::prove_step 87: true, took 328.636501ms 
RecursiveSNARK::prove_step 88: true, took 312.725177ms 
RecursiveSNARK::prove_step 89: true, took 338.373572ms 
RecursiveSNARK::prove_step 90: true, took 316.664105ms 
RecursiveSNARK::prove_step 91: true, took 319.704916ms 
RecursiveSNARK::prove_step 92: true, took 330.597815ms 
RecursiveSNARK::prove_step 93: true, took 327.613129ms 
RecursiveSNARK::prove_step 94: true, took 345.551199ms 
RecursiveSNARK::prove_step 95: true, took 304.091317ms 
RecursiveSNARK::prove_step 96: true, took 319.297786ms 
RecursiveSNARK::prove_step 97: true, took 320.00761ms 
RecursiveSNARK::prove_step 98: true, took 352.12363ms 
RecursiveSNARK::prove_step 99: true, took 322.016115ms 
RecursiveSNARK::prove_step 100: true, took 310.570085ms 
RecursiveSNARK::prove_step 101: true, took 330.708457ms 
RecursiveSNARK::prove_step 102: true, took 314.563383ms 
RecursiveSNARK::prove_step 103: true, took 324.707072ms 
RecursiveSNARK::prove_step 104: true, took 325.963903ms 
RecursiveSNARK::prove_step 105: true, took 344.335784ms 
RecursiveSNARK::prove_step 106: true, took 316.187456ms 
RecursiveSNARK::prove_step 107: true, took 315.666927ms 
RecursiveSNARK::prove_step 108: true, took 327.15989ms 
RecursiveSNARK::prove_step 109: true, took 340.118584ms 
RecursiveSNARK::prove_step 110: true, took 315.289105ms 
RecursiveSNARK::prove_step 111: true, took 314.827256ms 
RecursiveSNARK::prove_step 112: true, took 331.870025ms 
RecursiveSNARK::prove_step 113: true, took 330.291997ms 
RecursiveSNARK::prove_step 114: true, took 311.081729ms 
RecursiveSNARK::prove_step 115: true, took 318.875199ms 
RecursiveSNARK::prove_step 116: true, took 331.160102ms 
RecursiveSNARK::prove_step 117: true, took 333.79651ms 
RecursiveSNARK::prove_step 118: true, took 305.511032ms 
RecursiveSNARK::prove_step 119: true, took 316.826698ms 
RecursiveSNARK::prove_step 120: true, took 328.300017ms 
RecursiveSNARK::prove_step 121: true, took 312.896379ms 
RecursiveSNARK::prove_step 122: true, took 333.991132ms 
RecursiveSNARK::prove_step 123: true, took 318.114128ms 
RecursiveSNARK::prove_step 124: true, took 341.120788ms 
RecursiveSNARK::prove_step 125: true, took 336.986721ms 
RecursiveSNARK::prove_step 126: true, took 331.233126ms 
RecursiveSNARK::prove_step 127: true, took 312.73949ms 
RecursiveSNARK::prove_step 128: true, took 317.694384ms 
RecursiveSNARK::prove_step 129: true, took 314.824967ms 
RecursiveSNARK::prove_step 130: true, took 341.963147ms 
RecursiveSNARK::prove_step 131: true, took 346.523897ms 
RecursiveSNARK::prove_step 132: true, took 310.546604ms 
RecursiveSNARK::prove_step 133: true, took 345.21321ms 
RecursiveSNARK::prove_step 134: true, took 322.009279ms 
RecursiveSNARK::prove_step 135: true, took 320.687729ms 
RecursiveSNARK::prove_step 136: true, took 312.243489ms 
RecursiveSNARK::prove_step 137: true, took 329.552516ms 
RecursiveSNARK::prove_step 138: true, took 320.166933ms 
